scenario,partition_id,partition,lambda,safe,first_violation,event_count,peak_prefill,peak_decode,minimum_link_headroom_mb_s,peak_memory_gb
homogeneous_control,random_14,12-10-11-9-10-11-10-7,0.0215,False,network,24,1,6,-115.421618,28.659
homogeneous_control,random_14,12-10-11-9-10-11-10-7,0.022,False,network,24,1,6,-115.421618,28.659
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.006,True,,204,1,4,584.631518,28.5276
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0065,True,,204,1,5,358.41104,28.83864
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.007,True,,204,1,5,358.516848,28.83288
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0075,True,,204,1,6,119.685981,29.60004
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.008,True,,204,1,6,119.797075,29.59428
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0085,True,,204,1,6,120.032956,29.58276
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.009,True,,204,1,6,119.830963,29.59428
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0095,False,network,166,1,6,-134.718641,29.58852
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.01,False,network,116,1,6,-104.795979,28.4862
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0105,False,network,116,1,6,-104.795979,28.47468
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.011,False,network,104,1,6,-112.032912,28.58412
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0115,False,network,102,1,6,-111.79799,28.58412
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.012,False,network,101,1,6,-111.677362,28.58412
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0125,False,network,74,1,6,-107.115817,28.57836
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.013,False,network,74,1,6,-107.115817,28.57836
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0135,False,network,73,1,6,-106.992345,28.57836
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.014,False,network,73,1,6,-106.992345,28.57836
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0145,False,network,71,1,6,-106.760412,28.68204
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.015,False,network,68,1,6,-106.429294,28.67628
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0155,False,network,68,1,6,-106.429294,28.67628
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.016,False,network,68,1,6,-106.429294,28.67628
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0165,False,network,60,1,6,-107.014876,28.67628
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.017,False,network,60,1,6,-107.014876,28.67628
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0175,False,network,59,1,6,-106.895125,28.67628
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.018,False,network,26,1,6,-115.647505,28.67052
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0185,False,network,26,1,6,-115.647505,28.67052
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.019,False,network,26,1,6,-115.647505,28.66476
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0195,False,network,26,1,6,-115.647505,28.659
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.02,False,network,25,1,6,-115.537242,28.659
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0205,False,network,25,1,6,-115.537242,28.659
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.021,False,network,25,1,6,-115.537242,28.659
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.0215,False,network,24,1,6,-115.421618,28.659
homogeneous_control,random_15,12-6-11-11-9-9-10-12,0.022,False,network,24,1,6,-115.421618,28.659
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.006,True,,204,1,4,584.631518,30.4049
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0065,True,,204,1,5,358.41104,30.74186
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.007,True,,204,1,5,358.516848,30.73562
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0075,True,,204,1,6,119.685981,31.56671
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.008,True,,204,1,6,119.797075,31.56047
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0085,True,,204,1,6,120.032956,31.54799
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.009,True,,204,1,6,119.830963,31.56047
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0095,False,network,166,1,6,-134.718641,31.55423
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.01,False,network,116,1,6,-104.795979,30.36005
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0105,False,network,116,1,6,-104.795979,30.34757
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.011,False,network,104,1,6,-112.032912,30.46613
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0115,False,network,102,1,6,-111.79799,30.46613
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.012,False,network,101,1,6,-111.677362,30.46613
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0125,False,network,74,1,6,-107.115817,30.45989
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.013,False,network,74,1,6,-107.115817,30.45989
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0135,False,network,73,1,6,-106.992345,30.45989
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.014,False,network,73,1,6,-106.992345,30.45989
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0145,False,network,71,1,6,-106.760412,30.57221
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.015,False,network,68,1,6,-106.429294,30.56597
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0155,False,network,68,1,6,-106.429294,30.56597
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.016,False,network,68,1,6,-106.429294,30.56597
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0165,False,network,60,1,6,-107.014876,30.56597
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.017,False,network,60,1,6,-107.014876,30.56597
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0175,False,network,59,1,6,-106.895125,30.56597
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.018,False,network,26,1,6,-115.647505,30.55973
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0185,False,network,26,1,6,-115.647505,30.55973
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.019,False,network,26,1,6,-115.647505,30.55349
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0195,False,network,26,1,6,-115.647505,30.54725
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.02,False,network,25,1,6,-115.537242,30.54725
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0205,False,network,25,1,6,-115.537242,30.54725
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.021,False,network,25,1,6,-115.537242,30.54725
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.0215,False,network,24,1,6,-115.421618,30.54725
homogeneous_control,random_16,7-10-12-13-10-10-8-10,0.022,False,network,24,1,6,-115.421618,30.54725
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.006,True,,204,1,4,584.631518,34.1595
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0065,True,,204,1,5,358.41104,34.5483
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.007,True,,204,1,5,358.516848,34.5411
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0075,True,,204,1,6,119.685981,35.50005
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.008,True,,204,1,6,119.797075,35.49285
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0085,True,,204,1,6,120.032956,35.47845
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.009,True,,204,1,6,119.830963,35.49285
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0095,False,network,166,1,6,-134.718641,35.48565
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.01,False,network,116,1,6,-104.795979,34.10775
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0105,False,network,116,1,6,-104.795979,34.09335
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.011,False,network,104,1,6,-112.032912,34.23015
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0115,False,network,102,1,6,-111.79799,34.23015
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.012,False,network,101,1,6,-111.677362,34.23015
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0125,False,network,74,1,6,-107.115817,34.22295
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.013,False,network,74,1,6,-107.115817,34.22295
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0135,False,network,73,1,6,-106.992345,34.22295
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.014,False,network,73,1,6,-106.992345,34.22295
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0145,False,network,71,1,6,-106.760412,34.35255
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.015,False,network,68,1,6,-106.429294,34.34535
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0155,False,network,68,1,6,-106.429294,34.34535
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.016,False,network,68,1,6,-106.429294,34.34535
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0165,False,network,60,1,6,-107.014876,34.34535
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.017,False,network,60,1,6,-107.014876,34.34535
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0175,False,network,59,1,6,-106.895125,34.34535
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.018,False,network,26,1,6,-115.647505,34.33815
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0185,False,network,26,1,6,-115.647505,34.33815
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.019,False,network,26,1,6,-115.647505,34.33095
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0195,False,network,26,1,6,-115.647505,34.32375
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.02,False,network,25,1,6,-115.537242,34.32375
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0205,False,network,25,1,6,-115.537242,34.32375
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.021,False,network,25,1,6,-115.537242,34.32375
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.0215,False,network,24,1,6,-115.421618,34.32375
homogeneous_control,random_17,7-15-8-10-10-10-8-12,0.022,False,network,24,1,6,-115.421618,34.32375
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.006,True,,204,1,4,584.631518,34.1595
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0065,True,,204,1,5,358.41104,34.5483
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.007,True,,204,1,5,358.516848,34.5411
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0075,True,,204,1,6,119.685981,35.50005
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.008,True,,204,1,6,119.797075,35.49285
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0085,True,,204,1,6,120.032956,35.47845
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.009,True,,204,1,6,119.830963,35.49285
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0095,False,network,166,1,6,-134.718641,35.48565
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.01,False,network,116,1,6,-104.795979,34.10775
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0105,False,network,116,1,6,-104.795979,34.09335
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.011,False,network,104,1,6,-112.032912,34.23015
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0115,False,network,102,1,6,-111.79799,34.23015
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.012,False,network,101,1,6,-111.677362,34.23015
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0125,False,network,74,1,6,-107.115817,34.22295
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.013,False,network,74,1,6,-107.115817,34.22295
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0135,False,network,73,1,6,-106.992345,34.22295
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.014,False,network,73,1,6,-106.992345,34.22295
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0145,False,network,71,1,6,-106.760412,34.35255
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.015,False,network,68,1,6,-106.429294,34.34535
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0155,False,network,68,1,6,-106.429294,34.34535
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.016,False,network,68,1,6,-106.429294,34.34535
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0165,False,network,60,1,6,-107.014876,34.34535
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.017,False,network,60,1,6,-107.014876,34.34535
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0175,False,network,59,1,6,-106.895125,34.34535
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.018,False,network,26,1,6,-115.647505,34.33815
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0185,False,network,26,1,6,-115.647505,34.33815
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.019,False,network,26,1,6,-115.647505,34.33095
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0195,False,network,26,1,6,-115.647505,34.32375
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.02,False,network,25,1,6,-115.537242,34.32375
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0205,False,network,25,1,6,-115.537242,34.32375
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.021,False,network,25,1,6,-115.537242,34.32375
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.0215,False,network,24,1,6,-115.421618,34.32375
homogeneous_control,random_18,6-13-6-10-11-12-7-15,0.022,False,network,24,1,6,-115.421618,34.32375
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.006,True,,204,1,5,331.3289,25.0322
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0065,True,,204,1,5,331.3289,25.0322
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.007,True,,204,1,5,331.584559,25.3163
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0075,True,,204,1,6,84.316319,25.6667
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.008,True,,204,1,6,84.56601,25.6571
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0085,True,,204,1,6,84.815295,25.6475
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.009,True,,204,1,6,84.596936,25.6571
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0095,False,network,166,1,6,-179.844578,25.6571
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.01,False,network,116,1,6,-147.231124,24.7385
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0105,False,network,105,1,6,-155.276619,24.7289
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.011,False,network,103,1,6,-155.021091,24.8201
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0115,False,network,101,1,6,-154.76882,24.8201
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.012,False,network,74,1,6,-149.806811,24.8153
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0125,False,network,74,1,6,-149.806811,24.8153
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.013,False,network,73,1,6,-149.671811,24.8153
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0135,False,network,73,1,6,-149.671811,24.8153
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.014,False,network,71,1,6,-149.41911,24.9017
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0145,False,network,68,1,6,-149.059341,24.8969
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.015,False,network,68,1,6,-149.059341,24.8969
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0155,False,network,68,1,6,-149.059341,24.8969
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.016,False,network,60,1,6,-149.656425,24.8969
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0165,False,network,60,1,6,-149.656425,24.8969
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.017,False,network,60,1,6,-149.656425,24.8969
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0175,False,network,59,1,6,-149.525722,24.8969
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.018,False,network,26,1,6,-159.059757,24.8921
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0185,False,network,26,1,6,-159.059757,24.8873
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.019,False,network,26,1,6,-159.059757,24.8825
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0195,False,network,25,1,6,-158.93996,24.8825
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.02,False,network,25,1,6,-158.93996,24.8825
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0205,False,network,25,1,6,-158.93996,24.8825
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.021,False,network,24,1,6,-158.81401,24.8825
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.0215,False,network,24,1,6,-158.81401,24.8825
mild_alternating,uniform,10-10-10-10-10-10-10-10,0.022,False,network,23,1,6,-158.687787,24.8777
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.006,True,,204,1,4,584.631518,28.5276
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0065,True,,204,1,5,358.41104,28.83864
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.007,True,,204,1,5,358.516848,28.83288
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0075,True,,204,1,6,119.685981,29.60004
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.008,True,,204,1,6,119.797075,29.59428
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0085,True,,204,1,6,120.032956,29.58276
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.009,True,,204,1,6,119.830963,29.59428
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0095,False,network,166,1,6,-134.718641,29.58852
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.01,False,network,116,1,6,-104.795979,28.4862
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0105,False,network,116,1,6,-104.795979,28.47468
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.011,False,network,104,1,6,-112.032912,28.58412
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0115,False,network,102,1,6,-111.79799,28.58412
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.012,False,network,101,1,6,-111.677362,28.58412
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0125,False,network,74,1,6,-107.115817,28.57836
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.013,False,network,74,1,6,-107.115817,28.57836
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0135,False,network,73,1,6,-106.992345,28.57836
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.014,False,network,73,1,6,-106.992345,28.57836
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0145,False,network,71,1,6,-106.760412,28.68204
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.015,False,network,68,1,6,-106.429294,28.67628
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0155,False,network,68,1,6,-106.429294,28.67628
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.016,False,network,68,1,6,-106.429294,28.67628
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0165,False,network,60,1,6,-107.014876,28.67628
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.017,False,network,60,1,6,-107.014876,28.67628
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0175,False,network,59,1,6,-106.895125,28.67628
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.018,False,network,26,1,6,-115.647505,28.67052
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0185,False,network,26,1,6,-115.647505,28.67052
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.019,False,network,26,1,6,-115.647505,28.66476
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0195,False,network,26,1,6,-115.647505,28.659
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.02,False,network,25,1,6,-115.537242,28.659
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0205,False,network,25,1,6,-115.537242,28.659
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.021,False,network,25,1,6,-115.537242,28.659
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.0215,False,network,24,1,6,-115.421618,28.659
mild_alternating,compute_balanced,12-9-12-9-11-8-11-8,0.022,False,network,24,1,6,-115.421618,28.659
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.006,True,,204,1,5,326.65284,30.74186
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0065,True,,204,1,5,326.769307,30.73562
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.007,True,,204,1,5,326.91604,31.11119
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0075,True,,204,1,6,78.20326,31.56671
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.008,True,,204,1,6,78.456585,31.55423
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0085,True,,204,1,6,78.709495,31.54175
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.009,False,network,167,1,6,-187.782997,31.56047
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0095,False,network,166,1,6,-187.65508,31.55423
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.01,False,network,116,1,6,-154.565287,30.36005
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0105,False,network,105,1,6,-162.734389,30.34757
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.011,False,network,103,1,6,-162.475113,30.46613
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0115,False,network,101,1,6,-162.219176,30.46613
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.012,False,network,74,1,6,-157.186327,30.45989
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0125,False,network,74,1,6,-157.186327,30.45989
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.013,False,network,73,1,6,-157.04928,30.45989
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0135,False,network,73,1,6,-157.04928,30.45989
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.014,False,network,71,1,6,-156.792904,30.57221
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0145,False,network,68,1,6,-156.428077,30.56597
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.015,False,network,68,1,6,-156.428077,30.56597
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0155,False,network,68,1,6,-156.428077,30.56597
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.016,False,network,60,1,6,-157.027212,30.56597
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0165,False,network,60,1,6,-157.027212,30.56597
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.017,False,network,59,1,6,-156.894569,30.56597
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0175,False,network,26,1,6,-166.56674,30.55973
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.018,False,network,26,1,6,-166.56674,30.55973
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0185,False,network,26,1,6,-166.56674,30.55349
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.019,False,network,26,1,6,-166.56674,30.54725
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0195,False,network,25,1,6,-166.44526,30.54725
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.02,False,network,25,1,6,-166.44526,30.54725
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0205,False,network,25,1,6,-166.44526,30.54725
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.021,False,network,24,1,6,-166.317483,30.54725
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.0215,False,network,24,1,6,-166.317483,30.54725
mild_alternating,random_00,8-12-8-9-10-9-13-11,0.022,False,network,23,1,6,-166.189427,30.54101
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.006,True,,204,1,5,326.65284,32.64508
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0065,True,,204,1,5,326.769307,32.63836
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.007,True,,204,1,5,326.91604,33.04282
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0075,True,,204,1,6,78.20326,33.53338
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.008,True,,204,1,6,78.456585,33.51994
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0085,True,,204,1,6,78.709495,33.5065
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.009,False,network,167,1,6,-187.782997,33.52666
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0095,False,network,166,1,6,-187.65508,33.51994
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.01,False,network,116,1,6,-154.565287,32.2339
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0105,False,network,105,1,6,-162.734389,32.22046
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.011,False,network,103,1,6,-162.475113,32.34814
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0115,False,network,101,1,6,-162.219176,32.34814
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.012,False,network,74,1,6,-157.186327,32.34142
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0125,False,network,74,1,6,-157.186327,32.34142
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.013,False,network,73,1,6,-157.04928,32.34142
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0135,False,network,73,1,6,-157.04928,32.34142
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.014,False,network,71,1,6,-156.792904,32.46238
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0145,False,network,68,1,6,-156.428077,32.45566
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.015,False,network,68,1,6,-156.428077,32.45566
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0155,False,network,68,1,6,-156.428077,32.45566
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.016,False,network,60,1,6,-157.027212,32.45566
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0165,False,network,60,1,6,-157.027212,32.45566
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.017,False,network,59,1,6,-156.894569,32.45566
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0175,False,network,26,1,6,-166.56674,32.44894
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.018,False,network,26,1,6,-166.56674,32.44894
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0185,False,network,26,1,6,-166.56674,32.44222
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.019,False,network,26,1,6,-166.56674,32.4355
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0195,False,network,25,1,6,-166.44526,32.4355
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.02,False,network,25,1,6,-166.44526,32.4355
mild_alternating,random_01,9-14-9-8-9-10-12-9,0.0205,False,network,25,1,6,-166.44526,32.4355
