condition,seed,regime,bandwidth_multiplier,shift,safe_intensity,unsafe_intensity,evaluations,elapsed_s,sampled_monotonic,right_censored,is_oracle_shift
expanded_20_seed,15,prefill_constrained,1.0,3,0.425781,0.429688,8,0.970342,True,False,True
expanded_20_seed,15,prefill_constrained,1.0,4,0.417969,0.421875,8,1.002393,True,False,False
expanded_20_seed,16,decode_constrained,1.0,-4,0.046875,0.050781,8,0.188732,True,False,True
expanded_20_seed,16,decode_constrained,1.0,-3,0.035156,0.039062,8,0.177085,True,False,False
expanded_20_seed,16,decode_constrained,1.0,-2,0.03125,0.035156,8,0.131088,True,False,False
expanded_20_seed,16,decode_constrained,1.0,-1,0.03125,0.035156,8,0.136523,True,False,False
expanded_20_seed,16,decode_constrained,1.0,0,0.03125,0.035156,8,0.130462,True,False,False
expanded_20_seed,16,decode_constrained,1.0,1,0.019531,0.023438,8,0.124624,True,False,False
expanded_20_seed,16,decode_constrained,1.0,2,0.019531,0.023438,8,0.125155,True,False,False
expanded_20_seed,16,decode_constrained,1.0,3,0.019531,0.023438,8,0.121723,True,False,False
expanded_20_seed,16,decode_constrained,1.0,4,0.003906,0.007812,8,0.058411,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,-4,0.585938,0.589844,9,1.361701,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,-3,0.691406,0.695312,9,1.132219,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,-2,0.699219,0.703125,9,1.340113,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,-1,0.683594,0.6875,9,1.555885,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,0,0.671875,0.675781,9,1.178092,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,1,0.710938,0.714844,9,1.444241,True,False,True
expanded_20_seed,16,prefill_constrained,1.0,2,0.695312,0.699219,9,1.232379,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,3,0.609375,0.613281,9,1.676708,True,False,False
expanded_20_seed,16,prefill_constrained,1.0,4,0.503906,0.507812,9,1.07333,True,False,False
expanded_20_seed,17,decode_constrained,1.0,-4,0.050781,0.054688,8,0.182701,True,False,True
expanded_20_seed,17,decode_constrained,1.0,-3,0.035156,0.039062,8,0.139342,True,False,False
expanded_20_seed,17,decode_constrained,1.0,-2,0.03125,0.035156,8,0.108686,True,False,False
expanded_20_seed,17,decode_constrained,1.0,-1,0.03125,0.035156,8,0.108883,True,False,False
expanded_20_seed,17,decode_constrained,1.0,0,0.03125,0.035156,8,0.104253,True,False,False
expanded_20_seed,17,decode_constrained,1.0,1,0.015625,0.019531,8,0.074592,True,False,False
expanded_20_seed,17,decode_constrained,1.0,2,0.015625,0.019531,8,0.078619,True,False,False
expanded_20_seed,17,decode_constrained,1.0,3,0.015625,0.019531,8,0.072966,True,False,False
expanded_20_seed,17,decode_constrained,1.0,4,0.003906,0.007812,8,0.066259,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,-4,0.300781,0.304688,8,0.61893,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,-3,0.296875,0.300781,8,0.602648,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,-2,0.300781,0.304688,8,0.676008,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,-1,0.292969,0.296875,8,0.676768,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,0,0.292969,0.296875,8,0.690235,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,1,0.300781,0.304688,8,0.725594,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,2,0.296875,0.300781,8,0.644687,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,3,0.289062,0.292969,8,0.658885,True,False,False
expanded_20_seed,17,prefill_constrained,1.0,4,0.304688,0.308594,8,0.676129,True,False,True
expanded_20_seed,18,decode_constrained,1.0,-4,0.035156,0.039062,8,0.150109,True,False,True
expanded_20_seed,18,decode_constrained,1.0,-3,0.035156,0.039062,8,0.151941,True,False,True
expanded_20_seed,18,decode_constrained,1.0,-2,0.023438,0.027344,8,0.129327,True,False,False
expanded_20_seed,18,decode_constrained,1.0,-1,0.023438,0.027344,8,0.136499,True,False,False
expanded_20_seed,18,decode_constrained,1.0,0,0.023438,0.027344,8,0.128014,True,False,False
expanded_20_seed,18,decode_constrained,1.0,1,0.015625,0.019531,8,0.079854,True,False,False
expanded_20_seed,18,decode_constrained,1.0,2,0.015625,0.019531,8,0.086563,True,False,False
expanded_20_seed,18,decode_constrained,1.0,3,0.015625,0.019531,8,0.078971,True,False,False
expanded_20_seed,18,decode_constrained,1.0,4,0.003906,0.007812,8,0.076731,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,-4,0.402344,0.40625,8,1.226473,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,-3,0.402344,0.40625,8,1.249178,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,-2,0.402344,0.40625,8,1.273432,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,-1,0.445312,0.449219,8,1.372737,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,0,0.4375,0.441406,8,1.407189,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,1,0.484375,0.488281,8,1.467569,True,False,True
expanded_20_seed,18,prefill_constrained,1.0,2,0.480469,0.484375,8,1.512185,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,3,0.472656,0.476562,8,1.531484,True,False,False
expanded_20_seed,18,prefill_constrained,1.0,4,0.433594,0.4375,8,1.226468,True,False,False
expanded_20_seed,19,decode_constrained,1.0,-4,0.03125,0.035156,8,0.126048,True,False,True
expanded_20_seed,19,decode_constrained,1.0,-3,0.023438,0.027344,8,0.145362,True,False,False
expanded_20_seed,19,decode_constrained,1.0,-2,0.023438,0.027344,8,0.131841,True,False,False
expanded_20_seed,19,decode_constrained,1.0,-1,0.023438,0.027344,8,0.1286,True,False,False
expanded_20_seed,19,decode_constrained,1.0,0,0.019531,0.023438,8,0.133868,True,False,False
expanded_20_seed,19,decode_constrained,1.0,1,0.011719,0.015625,8,0.110138,True,False,False
expanded_20_seed,19,decode_constrained,1.0,2,0.011719,0.015625,8,0.108525,True,False,False
expanded_20_seed,19,decode_constrained,1.0,3,0.011719,0.015625,8,0.107879,True,False,False
expanded_20_seed,19,decode_constrained,1.0,4,0.003906,0.007812,8,0.070986,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,-4,0.453125,0.457031,8,0.80751,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,-3,0.550781,0.554688,9,1.101819,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,-2,0.574219,0.578125,9,1.134576,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,-1,0.585938,0.589844,9,1.161762,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,0,0.574219,0.578125,9,1.171883,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,1,0.597656,0.601562,9,1.217275,True,False,True
expanded_20_seed,19,prefill_constrained,1.0,2,0.585938,0.589844,9,1.409735,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,3,0.515625,0.519531,9,0.95486,True,False,False
expanded_20_seed,19,prefill_constrained,1.0,4,0.375,0.378906,8,0.605058,True,False,False
