condition,seed,regime,bandwidth_multiplier,candidate_radius,candidate_count,method,proposed_shift,probe_order,candidate_probe_count,proposed_safe_intensity,uniform_safe_intensity,joint_compute_shift,joint_compute_safe_intensity,oracle_safe_intensity,oracle_shifts,oracle_ratio,oracle_gap_pct,gain_over_uniform_pct,matches_oracle_shift,near_oracle,not_worse_than_uniform,not_worse_than_joint_compute,method_evaluator_calls,exhaustive_evaluator_calls,evaluator_call_reduction_pct,method_runtime_s,exhaustive_runtime_s
expanded_20_seed,17,prefill_constrained,1.0,4,9,coarse_top1,4,"-4,-2,0,2,4,3",6,0.304688,0.292969,-2,0.300781,0.304688,4,1.0,0.0,4.000082,True,True,True,True,48,72,33.333333,3.964873,5.969883
expanded_20_seed,17,prefill_constrained,1.0,4,9,coarse_top2,4,"-4,-2,0,2,4,3,-3,-1",8,0.304688,0.292969,-2,0.300781,0.304688,4,1.0,0.0,4.000082,True,True,True,True,64,72,11.111111,5.244289,5.969883
expanded_20_seed,17,prefill_constrained,1.0,4,9,coarse_top3,4,"-4,-2,0,2,4,3,-3,-1",8,0.304688,0.292969,-2,0.300781,0.304688,4,1.0,0.0,4.000082,True,True,True,True,64,72,11.111111,5.244289,5.969883
expanded_20_seed,18,decode_constrained,1.0,4,9,coarse_top1,-3,"-4,-2,0,2,4,-3",6,0.035156,0.023438,-2,0.023438,0.035156,"-4,-3",1.0,0.0,49.995733,True,True,True,True,48,72,33.333333,0.722685,1.018009
expanded_20_seed,18,decode_constrained,1.0,4,9,coarse_top2,-3,"-4,-2,0,2,4,-3,-1,1",8,0.035156,0.023438,-2,0.023438,0.035156,"-4,-3",1.0,0.0,49.995733,True,True,True,True,64,72,11.111111,0.939039,1.018009
expanded_20_seed,18,decode_constrained,1.0,4,9,coarse_top3,-3,"-4,-2,0,2,4,-3,-1,1",8,0.035156,0.023438,-2,0.023438,0.035156,"-4,-3",1.0,0.0,49.995733,True,True,True,True,64,72,11.111111,0.939039,1.018009
expanded_20_seed,18,prefill_constrained,1.0,4,9,coarse_top1,1,"-4,-2,0,2,4,1,3",7,0.484375,0.4375,-2,0.402344,0.484375,1,1.0,0.0,10.714286,True,True,True,True,56,72,22.222222,9.644799,12.266715
expanded_20_seed,18,prefill_constrained,1.0,4,9,coarse_top2,1,"-4,-2,0,2,4,1,3,-1",8,0.484375,0.4375,-2,0.402344,0.484375,1,1.0,0.0,10.714286,True,True,True,True,64,72,11.111111,11.017537,12.266715
expanded_20_seed,18,prefill_constrained,1.0,4,9,coarse_top3,1,"-4,-2,0,2,4,1,3,-1",8,0.484375,0.4375,-2,0.402344,0.484375,1,1.0,0.0,10.714286,True,True,True,True,64,72,11.111111,11.017537,12.266715
expanded_20_seed,19,decode_constrained,1.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.03125,0.019531,-2,0.023438,0.03125,-4,1.0,0.0,60.002048,True,True,True,True,48,72,33.333333,0.71663,1.063246
expanded_20_seed,19,decode_constrained,1.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1",7,0.03125,0.019531,-2,0.023438,0.03125,-4,1.0,0.0,60.002048,True,True,True,True,56,72,22.222222,0.845229,1.063246
expanded_20_seed,19,decode_constrained,1.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.03125,0.019531,-2,0.023438,0.03125,-4,1.0,0.0,60.002048,True,True,True,True,64,72,11.111111,0.955367,1.063246
expanded_20_seed,19,prefill_constrained,1.0,4,9,coarse_top1,1,"-4,-2,0,2,4,1,3",7,0.597656,0.574219,-2,0.574219,0.597656,1,1.0,0.0,4.081544,True,True,True,True,61,79,22.78481,7.300897,9.564478
expanded_20_seed,19,prefill_constrained,1.0,4,9,coarse_top2,1,"-4,-2,0,2,4,1,3,-1",8,0.597656,0.574219,-2,0.574219,0.597656,1,1.0,0.0,4.081544,True,True,True,True,70,79,11.392405,8.462659,9.564478
expanded_20_seed,19,prefill_constrained,1.0,4,9,coarse_top3,1,"-4,-2,0,2,4,1,3,-1,-3",9,0.597656,0.574219,-2,0.574219,0.597656,1,1.0,0.0,4.081544,True,True,True,True,79,79,0.0,9.564478,9.564478
