condition,seed,regime,bandwidth_multiplier,shift,safe_intensity,unsafe_intensity,evaluations,elapsed_s,sampled_monotonic,right_censored,is_oracle_shift
bandwidth_1x,7,decode_constrained,1.0,-3,0.035156,0.039062,8,0.19551,True,False,False
bandwidth_1x,7,decode_constrained,1.0,-2,0.03125,0.035156,8,0.133422,True,False,False
bandwidth_1x,7,decode_constrained,1.0,-1,0.03125,0.035156,8,0.134015,True,False,False
bandwidth_1x,7,decode_constrained,1.0,0,0.03125,0.035156,8,0.134248,True,False,False
bandwidth_1x,7,decode_constrained,1.0,1,0.015625,0.019531,8,0.106675,True,False,False
bandwidth_1x,7,decode_constrained,1.0,2,0.015625,0.019531,8,0.106264,True,False,False
bandwidth_1x,7,decode_constrained,1.0,3,0.015625,0.019531,8,0.10431,True,False,False
bandwidth_1x,7,decode_constrained,1.0,4,0.003906,0.007812,8,0.077352,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,-4,0.464844,0.46875,8,1.514175,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,-3,0.519531,0.523438,9,1.346533,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,-2,0.519531,0.523438,9,1.443653,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,-1,0.535156,0.539062,9,1.484716,True,False,True
bandwidth_1x,7,prefill_constrained,1.0,0,0.523438,0.527344,9,1.495298,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,1,0.515625,0.519531,9,1.33718,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,2,0.507812,0.511719,9,1.341419,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,3,0.511719,0.515625,9,1.419388,True,False,False
bandwidth_1x,7,prefill_constrained,1.0,4,0.386719,0.390625,8,1.423039,True,False,False
bandwidth_1x,19,decode_constrained,1.0,-4,0.03125,0.035156,8,0.166906,True,False,True
bandwidth_1x,19,decode_constrained,1.0,-3,0.023438,0.027344,8,0.194844,True,False,False
bandwidth_1x,19,decode_constrained,1.0,-2,0.023438,0.027344,8,0.174882,True,False,False
bandwidth_1x,19,decode_constrained,1.0,-1,0.023438,0.027344,8,0.173345,True,False,False
bandwidth_1x,19,decode_constrained,1.0,0,0.019531,0.023438,8,0.171487,True,False,False
bandwidth_1x,19,decode_constrained,1.0,1,0.011719,0.015625,8,0.147931,True,False,False
bandwidth_1x,19,decode_constrained,1.0,2,0.011719,0.015625,8,0.142282,True,False,False
bandwidth_1x,19,decode_constrained,1.0,3,0.011719,0.015625,8,0.141743,True,False,False
bandwidth_1x,19,decode_constrained,1.0,4,0.003906,0.007812,8,0.085513,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,-4,0.453125,0.457031,8,1.106323,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,-3,0.550781,0.554688,9,1.502871,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,-2,0.574219,0.578125,9,1.570048,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,-1,0.585938,0.589844,9,1.605344,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,0,0.574219,0.578125,9,1.62388,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,1,0.597656,0.601562,9,1.712483,True,False,True
bandwidth_1x,19,prefill_constrained,1.0,2,0.585938,0.589844,9,1.975292,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,3,0.515625,0.519531,9,1.319973,True,False,False
bandwidth_1x,19,prefill_constrained,1.0,4,0.375,0.378906,8,0.82519,True,False,False
bandwidth_2x,0,decode_constrained,2.0,-4,0.054688,0.058594,8,0.26638,True,False,True
bandwidth_2x,0,decode_constrained,2.0,-3,0.050781,0.054688,8,0.263984,True,False,False
bandwidth_2x,0,decode_constrained,2.0,-2,0.039062,0.042969,8,0.197648,True,False,False
bandwidth_2x,0,decode_constrained,2.0,-1,0.039062,0.042969,8,0.198775,True,False,False
bandwidth_2x,0,decode_constrained,2.0,0,0.03125,0.035156,8,0.150405,True,False,False
bandwidth_2x,0,decode_constrained,2.0,1,0.03125,0.035156,8,0.150547,True,False,False
bandwidth_2x,0,decode_constrained,2.0,2,0.023438,0.027344,8,0.158915,True,False,False
bandwidth_2x,0,decode_constrained,2.0,3,0.023438,0.027344,8,0.155433,True,False,False
bandwidth_2x,0,decode_constrained,2.0,4,0.011719,0.015625,8,0.135122,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,-4,0.5625,0.566406,9,1.483384,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,-3,0.597656,0.601562,9,1.871552,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,-2,0.675781,0.679688,9,2.273016,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,-1,0.691406,0.695312,9,2.247069,True,False,True
bandwidth_2x,0,prefill_constrained,2.0,0,0.675781,0.679688,9,2.391112,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,1,0.664062,0.667969,9,2.281376,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,2,0.652344,0.65625,9,2.272577,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,3,0.609375,0.613281,9,2.214346,True,False,False
bandwidth_2x,0,prefill_constrained,2.0,4,0.46875,0.472656,8,1.612216,True,False,False
bandwidth_2x,1,decode_constrained,2.0,-4,0.09375,0.097656,8,0.345715,True,False,True
bandwidth_2x,1,decode_constrained,2.0,-3,0.089844,0.09375,8,0.414587,True,False,False
bandwidth_2x,1,decode_constrained,2.0,-2,0.046875,0.050781,8,0.2198,True,False,False
bandwidth_2x,1,decode_constrained,2.0,-1,0.046875,0.050781,8,0.22789,True,False,False
bandwidth_2x,1,decode_constrained,2.0,0,0.039062,0.042969,8,0.204365,True,False,False
bandwidth_2x,1,decode_constrained,2.0,1,0.039062,0.042969,8,0.21042,True,False,False
bandwidth_2x,1,decode_constrained,2.0,2,0.023438,0.027344,8,0.173266,True,False,False
bandwidth_2x,1,decode_constrained,2.0,3,0.019531,0.023438,8,0.17769,True,False,False
bandwidth_2x,1,decode_constrained,2.0,4,0.011719,0.015625,8,0.143022,True,False,False
bandwidth_2x,1,prefill_constrained,2.0,-4,0.5,0.503906,9,0.952071,True,False,False
bandwidth_2x,1,prefill_constrained,2.0,-3,0.621094,0.625,9,2.082582,True,False,False
bandwidth_2x,1,prefill_constrained,2.0,-2,0.769531,0.773438,9,2.224878,True,False,False
bandwidth_2x,1,prefill_constrained,2.0,-1,0.910156,0.914062,9,2.804908,True,False,False
