condition,seed,regime,bandwidth_multiplier,candidate_radius,candidate_count,method,proposed_shift,probe_order,candidate_probe_count,proposed_safe_intensity,uniform_safe_intensity,joint_compute_shift,joint_compute_safe_intensity,oracle_safe_intensity,oracle_shifts,oracle_ratio,oracle_gap_pct,gain_over_uniform_pct,matches_oracle_shift,near_oracle,not_worse_than_uniform,not_worse_than_joint_compute,method_evaluator_calls,exhaustive_evaluator_calls,evaluator_call_reduction_pct,method_runtime_s,exhaustive_runtime_s
bandwidth_1x,1,decode_constrained,1.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.042969,0.023438,-2,0.023438,0.042969,-4,1.0,0.0,83.330489,True,True,True,True,48,72,33.333333,0.995775,1.459131
bandwidth_1x,1,decode_constrained,1.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1,1",8,0.042969,0.023438,-2,0.023438,0.042969,-4,1.0,0.0,83.330489,True,True,True,True,64,72,11.111111,1.312568,1.459131
bandwidth_1x,1,decode_constrained,1.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.042969,0.023438,-2,0.023438,0.042969,-4,1.0,0.0,83.330489,True,True,True,True,64,72,11.111111,1.312568,1.459131
bandwidth_1x,1,prefill_constrained,1.0,4,9,coarse_top1,-2,"-4,-2,0,2,4,-3,-1",7,0.667969,0.648438,-2,0.667969,0.667969,-2,1.0,0.0,3.012007,True,True,True,True,62,80,22.5,11.721367,14.832929
bandwidth_1x,1,prefill_constrained,1.0,4,9,coarse_top2,-2,"-4,-2,0,2,4,-3,-1,1",8,0.667969,0.648438,-2,0.667969,0.667969,-2,1.0,0.0,3.012007,True,True,True,True,71,80,11.25,13.274031,14.832929
bandwidth_1x,1,prefill_constrained,1.0,4,9,coarse_top3,-2,"-4,-2,0,2,4,-3,-1,1,3",9,0.667969,0.648438,-2,0.667969,0.667969,-2,1.0,0.0,3.012007,True,True,True,True,80,80,0.0,14.832929,14.832929
bandwidth_1x,2,decode_constrained,1.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.054688,0.027344,-2,0.027344,0.054688,-4,1.0,0.0,100.0,True,True,True,True,48,72,33.333333,1.078205,1.52513
bandwidth_1x,2,decode_constrained,1.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1,1",8,0.054688,0.027344,-2,0.027344,0.054688,-4,1.0,0.0,100.0,True,True,True,True,64,72,11.111111,1.412296,1.52513
bandwidth_1x,2,decode_constrained,1.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.054688,0.027344,-2,0.027344,0.054688,-4,1.0,0.0,100.0,True,True,True,True,64,72,11.111111,1.412296,1.52513
bandwidth_1x,2,prefill_constrained,1.0,4,9,coarse_top1,3,"-4,-2,0,2,4,3",6,0.488281,0.390625,-2,0.257812,0.488281,3,1.0,0.0,24.999936,True,True,True,True,48,72,33.333333,5.636747,7.741677
bandwidth_1x,2,prefill_constrained,1.0,4,9,coarse_top2,3,"-4,-2,0,2,4,3,-1,1",8,0.488281,0.390625,-2,0.257812,0.488281,3,1.0,0.0,24.999936,True,True,True,True,64,72,11.111111,7.245433,7.741677
